Unnamed: 0,Title,Company,Location,Skills
506,Flutter Development,Infits,Work from home,"flutter, rest apidarti, osandroid, firebase, cloud firestore"
507,Mobile App Development,Cosy Toys,Work from home,"javai, osandroid"
508,Flutter Development,International Institute Of Data Science & Technology,Mumbai(Hybrid),"flutter, rest apidarti, osandroid, firebase, cloud firestore"
509,Mobile App Development,VigiSafeMed,Work from home,"python, machine learning, node.js, flutter, react nativei, osandroid"
510,Android App Development,Pixelkube Technologies Private Limited,Work from home,"rest apiandroid, kotlin"
511,Designer/Flutter + Node.js Developer/Next.js Developer,Deep Nucleus,Work from home,"my, sqljava, script, adobe illustrator, mongo, dbnode.js, react, flutter"
512,Flutter Development,Coderstudio,Salem,flutter
513,Flutter Development,Offiql Technologies Private Limited,Work from home,"flutter, rest apidarti, osandroid, firebase, cloud firestore"
514,Android App Development Mentor,Tutedude,Work from home,kotlin
515,Flutter Development,Sankar Group,Work from home,"flutter, rest apidarti, osandroid, firebase, cloud firestore"
516,Flutter Development,Infits,Work from home,"flutter, rest apidarti, osandroid, firebase, cloud firestore"
517,Mobile App Development,Cosy Toys,Work from home,"javai, osandroid"
518,Flutter Development,International Institute Of Data Science & Technology,Mumbai(Hybrid),"flutter, rest apidarti, osandroid, firebase, cloud firestore"
519,Mobile App Development,VigiSafeMed,Work from home,"python, machine learning, node.js, flutter, react nativei, osandroid"
520,,,,
521,Mobile App Development,Hungy Inc,Work from home,"node.js, user interface (ui) development, ui & ux design, react nativei, osandroid"
522,Full Stack Development,Gagan Puri,Work from home,"my, sqlmongo, dbnode.js, git, hub, express.js, react native"
523,Flutter Development,ANO SEO Tool,Work from home,"flutter, rest apidarti, osandroid, firebase, cloud firestore"
524,Flutter Development,Digital Guruji,Work from home,flutter
525,Flutter Development,AGOMUC PROGRAM PRIVATE LIMITED,Delhi(Hybrid),"flutter, rest apidarti, osandroid, firebase, firebase cloud messaging"
526,Kotlin Developer,Srchout Software Private Limited,Gurgaon,"java, htmlcssrest apikotlin, apis"
527,Flutter Development,Jarvis Technology & Strategy Consulting,Noida,"git, flutter, dart"
528,Mobile App Development,Cogent Web Services,Work from home,"java, flutter, react native, kotlin, firebase"
529,Android App Development,Suyash Tidke,Work from home,"mongo, dbnode.js, jsongit, hub, flutter, rest apifirebase"
530,Full Stack Development,Cogent Web Services,Work from home,"node.js, react, flutter"
531,Android App Development,Cogent Web Services,Work from home,"java, android, kotlin, firebase"
532,Flutter Development,Cogent Web Services,Work from home,"flutter, rest apidarti, osfirebase, cloud firestore"
533,Software Development Engineering (Web),TSTEPS PRIVATE LIMITED,"Chennai, Coimbatore, Delhi, Hyderabad, Mumbai, Salem, Bangalore, Kerala Estate(Hybrid)","java, phpmy, sqlhtmlcssjava, scriptj, query"
534,Flutter Development,Adstacks Media,Gurgaon,"flutter, rest apidarti, osandroid, firebase"
535,Web Development,Starbuzz Digimark,Aurangabad,"web development, web design"
536,Technical Content Curation,Tech Analogy,Ahmedabad,"content writing, open, cvpython, solid, works, arm microcontroller, robotics, search engine optimization (seo)"
537,Backend Development,Evolusis,"Thane, Navi Mumbai, Mumbai(Hybrid)","python, mongo, dbgit, analytical thinking, problem solving, rest apiteamwork"
538,ReactJS Development,Infokey Technology Private Limited,Delhi,"java, script, react, redux, tailwind cssmaterial uicontext apishadcn"
539,Full Stack Development,Aureva Wealth Advisors Private Limited,Mumbai(Hybrid),"java, script, node.js, postgre, sqlexpress.js, react, next.js"
540,Mobile App Development,Ghackk Technologies,Gurgaon,"my, sqlhtmlcssjava, script, python, mongo, dbangular, js+"
541,IT Support (AI-Integrated Tools),Marpu Foundation,Work from home,"technical support, artificial intelligence"
542,Tech Development (AI-Assisted Coding),Marpu Foundation,Work from home,"computer skills, artificial intelligence"
543,Linux Kernel Developer,Vicharak Computers LLP,Surat,"linux, git, c programming, git, hub, c++ programming, bash"
544,Systems Software Developer,Vicharak Computers LLP,Surat,"c#python, c programming, c++ programming"
545,,,,
546,Full Stack Development,Imarticus Learning Private Limited,Noida,"htmlcssjava, script, mongo, dbnode.js, react"
547,Tech Operations & Website (Only For Students Planning To Study Abroad),HumbleWalking,Mumbai(Hybrid),effective communication
548,Full Stack Development,Lavanya  Srinivas,Bangalore,"node.js, react, next.js"
549,Backend Development,Certiedge Solutions And Services,Work from home,"java, python.netmongo, dbdjango, node.js, postgre, sql"
550,Full Stack Development,Mindenious Edutech,Work from home,"phpmy, sqlhtmljava, script, python, mongo, db"
551,Data Analytics,Red Dot Foundation,Work from home,"python, sqldata analytics, power bitableau"
552,Java Development,Optimasys,Work from home,"java, my, sqljspj2eehibernate orm(java)spring mvc"
553,Python Development,Optimasys,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
554,Web Development,Optimasys,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
555,iOS Testing,Across The Globe (ATG),Work from home,"python, selenium, manual testing, test automation, usability testing"
556,Chrome Extension,Across The Globe (ATG),Work from home,"htmlcssjava, script, node.js"
557,AI Agent Development,XpertStim IT Services Pvt. Ltd.,Work from home,"python, web design, generative ai tools, vibe coding, ai image generation"
558,Software Development,Techdome Solutions Private Limited,"Indore, Hyderabad","my, sqljava, script, python.netnode.js, react, mean"
559,Full Stack Development,NDL Power Limited,Work from home,"python, asp.netmachine learning, node.js, ms sql server, automation, react"
560,Full Stack Development,AiVibes Pvt. Ltd.,Mumbai,"java, htmlcssjava, script, python, mongo, dbangular, js"
561,Python Development,Hybr1d Technologies Private Limited,Work from home,"python, django, django rest framework"
562,Full Stack Development,PATTERNLAB.AI,Hyderabad,"htmlcssjava, script, mongo, dbnode.js, react"
563,WebFlow Developer,ProGrowth Consulting Services,Bangalore(Hybrid),"web development, web design, figma, webflow"
564,Node.js Developer,CGPEY INTERNATIONAL PRIVATE LIMITED,Bhilai Charoda,"java, htmlnode.js"
565,Web Development,ROI 10X,Faridabad,"my, sqlhtmljava, script, bootstrap, shopify"
566,Full Stack Development,Hybr1d Technologies Private Limited,Work from home,"htmljava, script, node.js, postgre, sqlexpress.js, react, rest api"
567,Web Developer (Canvas 2D & Interactive UI),"Visualli.ai (Rotterdam, Netherlands)",Work from home,"java, script, git, web development, amazon web services (aws)type, script"
568,WordPress Development,Chips Of Fury,Work from home,"phphtmlcssjava, script, word, press, search engine optimization (seo)ui & ux design"
569,Java Development,Zdminds,Work from home,"java, my, sqljspj2eehibernate orm(java)spring mvc"
570,Python Development,Zdminds,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
571,Web Development,Zdminds,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
572,Python Development,PATTERNLAB.AI,Hyderabad,"python, mongo, dbrest apiflask, fast, apipandas, object oriented programming (oop)"
573,Node.js Development,Aadi Foundation,Work from home,"my, sqlhtmljava, script, mongo, dbnode.js, express.js, react"
574,Web Development,CareerNest,Work from home,"my, sqlhtmlcssjava, script"
575,Java Development,Treviax.in,Work from home,"java, my, sqljspj2eehibernate orm(java)spring mvc"
576,Python Development,Treviax.in,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
577,Full Stack Development,Emoolar Technology Private Limited,Work from home,"htmlcssjava, script"
578,Software Development,TringBox,Work from home,"java, cssjava, script, python.netnode.js, ui & ux design"
579,React Native Web Developer (Oct),Kaushal Ranjeet Private Limited,Work from home,"node.js, react, web application security, react native, web application testing"
580,Networking Automation (Python),Across The Globe (ATG),Bangalore,"python, software testing, network security, network configuration"
581,Python Development,Mindenious Edutech,Work from home,"htmlcsspython, machine learning"
582,UX Writer,Ozibook Tech Solutions Private Limited,Work from home,copywriting
583,Technical Assistant,Ozibook Tech Solutions Private Limited,Work from home,"technical support, notion"
584,Wix Website Development,Ozibook Tech Solutions Private Limited,Work from home,wix
585,JavaScript Development,Smaclify Technologies,Pune,"java, script, node.js, react native, angular"
586,Python Development,Treviax.in,Work from home,"htmlcsspython, django, machine learning, rest apiflask"
587,Full Stack Development,Emoolar Technology Private Limited,Work from home,"htmlcssjava, script"
588,Software Development,TringBox,Work from home,"java, cssjava, script, python.netnode.js, ui & ux design"
589,React Native Web Developer (Oct),Kaushal Ranjeet Private Limited,Work from home,"node.js, react, web application security, react native, web application testing"
590,Networking Automation (Python),Across The Globe (ATG),Bangalore,"python, software testing, network security, network configuration"
591,Python Development,Mindenious Edutech,Work from home,"htmlcsspython, machine learning"
592,UX Writer,Ozibook Tech Solutions Private Limited,Work from home,copywriting
593,Technical Assistant,Ozibook Tech Solutions Private Limited,Work from home,"technical support, notion"
594,Wix Website Development,Ozibook Tech Solutions Private Limited,Work from home,wix
595,JavaScript Development,Smaclify Technologies,Pune,"java, script, node.js, react native, angular"
596,,,,
597,Virtual Assistant,HAPS DIGITAL,Work from home,"computer skills, google sheets"
598,PHP Development,Clientcarex AI Private Limited,Hyderabad(Hybrid),"phpmy, sqlcode, igniter"
599,Instructional Designer,Kalvium,Bangalore,"data structures, machine learning, data science, computer architecture, operating systems, cybersecurity, generative ai tools"
600,Prompt Engineering,Nestup Space,Hyderabad,"java, script, python, frontend development"
601,Android App Development,Vijayi WFH Technologies Private Limited,Gurgaon,"java, xmlgit, hub, rest apiandroid, kotlin, firebase"
602,Full Stack Development,Aurus.ai,Work from home,"csspython, django, postgre, sqlreact, figma, next.js"
603,Technical Support,Fantastech Solutions Private Limited,Work from home,"rest apienglish proficiency (spoken)english proficiency (written)interpersonal skills, effective communication, apis, onboarding"
604,Android App Development,DRP Infotech,Bhubaneswar,"java, xmlrest apiandroid"
605,Web Development,Scoreazy Edutech Private Limited,Work from home,"htmlcssjava, script, ui & ux design, wix, graphic design, no?code development"
606,Full Stack Development,SociolinQ Technologies Private Limited,Work from home,"python, django, postgre, sqlreact, type, script, fast, api"
607,Selenium Web Scraper Developer,Medius Technologies Private Limited,Work from home,"selenium, django, postgre, sqlamazon web services (aws)flask"
608,Full Stack Development,Traya Health,Bangalore,"node.js, react, next.js, mernnest, js"
609,DevOps,"Securigeek (Paris, France)",Work from home,"linux, git, docker, kubernetes, grafana, prometheus"
610,Selenium Automation Developer,Medius Technologies Private Limited,Work from home,"selenium, django, postgre, sqlamazon web services (aws)flask"
611,Python Django Developer,Tradexa Technologies Private Limited,Pune,"git, django, problem solving, jsondocker, rest apiorm"
612,WordPress Development,Shiksha Nation™,Noida,"phphtmlcssword, press, ui & ux design, stripe payment apipay, pal api"
613,Front End Development,SUREFY TECHNOLOGIES PRIVATE LIMITED,Work from home,"htmlcssjava, scriptj, query, bootstrap, angular, jsnode.js"
614,Full Stack Development,Highway Delite,Work from home,"java, script, mongo, dbnode.js, react"
615,Full Stack Development,CleverBooks,Work from home,"mongo, dbnode.js, web development, react, vue.js, redux, google cloud platforms (gcp)"
616,General Management,The Guardian,Pune,"social media marketing, ms-office, event management, video editing, ms-excel, web development, web design"
617,Web Development,Maxforce Services Private Limited,"Delhi, Gurgaon, Noida","phpmy, sqlhtmlcssjava, scriptj, query, word, press"
618,Backend Development,Shiksha Nation™,Noida,"sqlmongo, dbnode.js, next.js"
619,Web Development,NayePankh Foundation,Work from home,html
620,GPU Mining Infrastructure Manager,Blest Inn,Delhi,"leadership, team management"
621,Saas Data Engineer/Data Pipeline Developer,"Estate Atlas (Los Angeles, United States)",Work from home,"my, sqlpython, sqlnext.js, data extraction, data engineering, etl processes"
622,Full Stack Development,Amdigit,Work from home,"java, script, node.js, postgre, sqlexpress.js, react, artificial intelligence, prompt engineering"
623,"Software Engineering (Python, React)",Better,Work from home,"python, react, flask"
624,Node.js Developer,Factacy.Ai,Gurgaon,"java, script, linux, git, node.js, no, sqlgit, hub, rest api"
625,C# Backend Development,SAHOTA INFO PRIVATE LIMITED,Delhi,c#.netasp.netc#.netmodel view controller(mvc)
626,Full Stack Development,ProAnalyser,Coimbatore,html
627,Front End Development,SaaviGenAI,Work from home,"htmlcssjava, script, react, rest apifigma, tailwind css"
628,WordPress Development,Codematics Solution LLP,Work from home,"phphtmlcssjava, script, word, press, search engine optimization (seo)figma"
629,Backend Development ( Night Shift),Big Internet E-commerce Private Limited,Work from home,"mongo, dbnode.js, express.js, next.js, lang, chain"
630,PHP Development,Tourasco Travels Llp,Hyderabad,php
631,Web Developer,RoadVision AI Private Limited,Delhi,"ui & ux design, figma, webflow"
632,Backend Development,RegisterKaro,Gurgaon,"mongo, dbgit, node.js, express.js, rest apidatabase management system (dbms)"
633,Node.js Development,Warewe Consultancy Private Limited,Gurgaon,"java, script, node.js, express.js, rest apiamazon web services (aws)redux"
634,Front End Development,She Can Foundation,Work from home,html
635,Software Development Engineering (Web),Vamaship,Mumbai(Hybrid),"phpmy, sqlhtmlcssjava, script"
636,Digital Marketing Trainee,Challenging Coder,Work from home,"content writing, word, press, digital marketing, search engine optimization (seo)canva"
637,,,,
638,Automation Expert,Entrepreneur Growth Lab (OPC) Private Limited,Work from home,"java, script, problem solving, report writing, automation, rest apifirebase, google workspace"
639,Information Technology,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery(Hybrid)","java, python, computer networking"
640,Backend Engineering,Zoop Live,Delhi,"python, sqlnode.js, no, sql"
641,Mobile App & Web Development,Pioneer Sam Energia,"Pune, Vasai-Virar","digital marketing, design thinking, digital advertising"
642,PHP Development,Pranshu Praneta,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, css3"
643,Software Development,IIT Engineer,Lucknow,"htmlcssjava, script, react"
644,AI/ML Python,Tellis Technologies Private Limited,Work from home,"java, script, python, machine learning, artificial intelligence, mern"
645,Digital Marketing,Anurag Busi,Bangalore(Hybrid),"digital marketing, creative writing, english proficiency (spoken)instagram marketing"
646,Software Development,"Oveleno (Jakarta, Indonesia)",Work from home,"java, my, sqlhtmlcssjava, script, python.net"
647,WordPress Development,HCapital Business Consulting Private Limited,Mumbai,"phphtmlcssword, press, apis"
648,WordPress Development,Grivaa Consultancy Services,Delhi,"word, press, search engine optimization (seo)content management, web development, artificial intelligence"
649,Full Stack Development,Digital Guruji,Delhi,"htmlcssjava, script, mongo, dbnode.js, express.js"
650,Full Stack Development,LI-MAT SOFT SOLUTIONS PRIVATE LIMITED,Bangalore,"phpmy, sqlhtmlcssjava, script, mongo, dbangular, js"
651,Front End Development,Supervaisor.AI,Work from home,"htmlcssangular, jsreact, next.js"
652,Front End Development,KIWIS AND BROWNIES IT SOLUTIONS INDIA PRIVATE LIMITED,Work from home,"htmlcssjava, scriptj, query, vue.js, network protocols"
653,Full Stack Development,Cogn.ai Technologies Private Limited,Bangalore,"java, my, sqlhtmlcssjava, script, python, mongo, db"
654,PHP Development,Inorbvict Healthcare India Private Limited,Pune,"phpmy, sqlhtmlcssjava, scriptj, query, laravel"
655,Full Stack Development,Quantinent Analytics,Work from home,"htmlcssjava, script, python, bootstrap, node.js, react"
656,Research,Matsolvion Private Limited,Work from home,"python, physics, la, te, xansysreport writing"
657,Full Stack Development,Bug Aetherium,Work from home,"csscloud computing, html 5mongo, dbnode.js, express.js, frontend development"
658,Python Development,Scoreazy Edutech Private Limited,Work from home,"python, rest apifast, apiopen, ai apistreamlit, prompt engineering"
659,Full Stack Development,Ageit Endorse India Technology,"Pune, Ahmednagar, Nashik","htmlcssjava, script, mongo, dbnode.js, react, type, script"
660,UI/UX Design (Wix),Brain Quest,Work from home,wix
661,Full Stack Development,She Can Foundation,Work from home,html
662,ReactJS Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Hyderabad, Bangalore, Puduchery(Hybrid)","htmljava, script, node.js, react, rest api"
663,Full Stack Development,Alphanumeric Ideas Private Limited,Mohali,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
664,WordPress Development,Inorbvict Healthcare India Private Limited,Pune,"word, press, wix, figma"
665,Front End Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery, Karnataka(Hybrid)","htmlcssjava, script, bootstrap, angular, jsnode.js, rest api"
666,Java Development,TSTEPS PRIVATE LIMITED,"Chennai, Hyderabad, Kerala, Puduchery, Karnataka(Hybrid)","java, my, sqljspj2eespring mvc"
667,Python Development,Fusion Tech Solutions,"Gandhinagar, Ahmedabad, Mehsana, Kalol, Himmatnagar, Prantij, Adalaj, Kudasan, Chhatral INA(GIDC), Dehgam, Chiloda, Chhatral(Hybrid)","python, django"
668,Web Development,Fusion Tech Solutions,"Ahmedabad, Gandhinagar, Mehsana, Kalol, Himmatnagar, Prantij, Adalaj, Kudasan, Chhatral INA(GIDC), Chiloda, Dehgam(Hybrid)","htmlcssjava, script"
669,Frontend Developer (Next.js),Reddway Hyperspace Systems Private Limited,Work from home,"htmlcssreact, rest apinext.js"
670,MERN Stack,CYBERED TECH PRIVATE LIMITED,Work from home,"htmlcssmongo, dbnode.js, react, react native"
671,Junior Wordpress Developer,Codematics Solution LLP,Work from home,"phphtmlcssproject management, word, press, adobe creative suite, time management"
672,Full Stack Development,Altbridge,Work from home,"my, sqlhtmljava, script, python, mongo, dbangular, jsnode.js+"
673,Full Stack Development,Salesqueen Software Solutions,Work from home,"phpmy, sqlhtmlcssjava, script"
674,Digital Marketing,"Nak Auditing (Dubai, United Arab Emirates)",Work from home,"word, press, google ad, words, search engine optimization (seo)"
675,Front End Development,Lunacal,Work from home,"cssreact, tailwind cssnext.js"
676,Front End Development,Ramyoz,Noida,next.js
677,Java Development,Crossing Hurdles,Gurgaon,"java, postgre, sqlspring boot"
678,,,,
679,UI/UX Developer,Icecreamlabs,Bangalore(Hybrid),"react, type, script, tailwind cssnext.js, shadcn"
680,Shopify Web Development,Global Trend,Work from home,"htmlcssjava, script, git, json"
681,Web Development,Dharte,Dharamshala,"word, press, canva"
682,Front End Development,Shiksha Nation™,Noida,"phphtmlcssjava, script, react, mern"
683,E-Commerce Business Management,Fabricstudio Crafts Private Limited,Bikaner,"cssword, press, web development"
684,N8n Worklfow Builder,Biztel.ai,Bangalore,"frontend development, backend development, amazon web services (aws)google cloud platforms (gcp)apis, open, ai apigrok"
685,Python/Django & React Engineering,The Agency Source,Delhi,"my, sqlpython, django, react, flask, elasticsearch"
686,WordPress Development,ViralChilly,Jaipur,"htmlcssword, press"
687,Python Automation,Learn Basics,Work from home,"python, sqlalgorithms, automation, data visualization, database management system (dbms)artificial intelligence"
688,Web Development,Expert4DM,Work from home,"phpmy, sqlhtmlcssjava, script, word, press, bootstrap"
689,Full Stack Development,LivNSense,Bangalore,"htmlcssjava, script, node.js, postgre, sqldocker, git, hub"
690,WordPress Development,Reliant Business Information Systems Private Limited,Delhi,"phphtmlcssjava, script, word, press"
691,Full Stack Development,OPTRENEX INTERNATIONAL PRIVATE LIMITED,Mumbai,"phphtmlcssjava, script, python, word, press, node.js"
692,Tech Assistant,Supervaisor.AI,Work from home,"attention to detail, time management, problem solving, english proficiency (spoken)english proficiency (written)adaptability, google workspace"
693,Backend Development,Digite Infotech Private Limited,Bangalore,"python, mongo, dbrest apifast, api"
694,Java Development,TwiLearn EduTech Private Limited,Work from home,"java, my, sqljspj2eehibernate orm(java)spring mvc"
695,Python Development,TwiLearn EduTech Private Limited,Work from home,"htmlcsspython, django, machine learning, rest api"
696,WordPress Development,Humanity Founders,Work from home,"phphtmlcssjava, script, word, press, search engine optimization (seo)design thinking"
697,Information Technology,Cynergi,Mumbai,"cloud computing, computer networking, software testing"
698,ReactJS Development,GrowMeOrganic Private Limited,Work from home,"htmlcssjava, script, react, type, script"
699,WordPress Development,Dignifyd Digital Solutions,"Noida, Delhi","phphtmlcssword, press, search engine optimization (seo)"
700,UX-UI Designer And Wordpress Developer,Komiq Labs,Work from home,"word, press, ui & ux design, figma"
701,DevOps Oriented Full-Stack Engineer,CodeIncubate,Gurgaon,"python, node.js, postgre, sqldocker, flutter, amazon web services (aws)kubernetes"
702,Web Development,NoirCapial,Work from home,"my, sqlhtmlcssjava, script, word, press, node.js, react"
703,Front End Development,NoirCapial,Work from home,"htmlcssjava, script, node.js, react"
704,Backend Development,NoirCapial,Work from home,"java, phpmy, sqlhtmlpython, mongo, dbdjango"
705,Full Stack Development,Shiplee,Bangalore,"phpmy, sqlhtmlcssjava, script, python, mongo, db"
706,Web Development,TwiLearn EduTech Private Limited,Work from home,"phpmy, sqlhtmlcssjava, scriptj, query, word, press"
707,Web Development,Shubham Gupta,Work from home,"word, press"
708,Full Stack Development,J D Jones & Company Private Limited,Kolkata,"my, sqljava, script, python, sqlnode.js, git, hub, react"
709,PHP Training,Webgenesis,Jaipur,"phpmy, sqlhtml 5css3"
710,Product (AI Content & Analytics),OpenPrep Academy,Work from home,"python, postgre, sqlprompt engineering, llm evaluation"
711,PHP Development,Rise Retail & Payment Solutions Private Limited,Pune,"phpmy, sqlhtml"
712,Software Development,Amritesh Kumar Bhaskar,Work from home,"java, phpmy, sqlhtmljava, script, eclipse (ide)node.js"
713,Web Development,Digital Heroes,"Greater Noida, Noida",web development
714,Software Development,Codifinary Technologies Private Limited,Bangalore,"phpalgorithms, data structures, react, golang, database management system (dbms)"
715,Backend Development,International Institute Of SDGs & Public Policy Research,Work from home,"mongo, dbnode.js, english proficiency (spoken)"
716,Front End Development,Tellis Technologies Private Limited,Work from home,"htmlcssjava, script, mongo, dbnode.js, react, next.js"
717,MERN Full Stack (Fulltime/Remote),Tellis Technologies Private Limited,Work from home,"java, script, node.js, meannext.js, mern"
718,Full Stack Development,Coding Junior,Work from home,"my, sqlhtmlcssjava, script, node.js, react, golang"
719,,,,
720,Full Stack Development,Think41,Bangalore,"java, htmlcssjava, script, python, react"
721,Backend Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Hyderabad, Bangalore, Puduchery(Hybrid)","java, my, sqlhtmlpython, mongo, dbnode.js, express.js"
722,Python Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery(Hybrid)","htmlcsspython, django, machine learning"
723,Full Stack Development,International Institute Of SDGs & Public Policy Research,Work from home,"mongo, dbangular, jsnode.js, english proficiency (spoken)"
724,Full Stack Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Kerala, Puduchery, Karnataka(Hybrid)","phpmy, sqlhtmlcsspython, mongo, dbnode.js"
725,Software Developer,RoadVision AI Private Limited,Delhi,"react, amazon web services (aws)flask"
726,Node.js Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Bangalore, Kerala(Hybrid)","my, sqlhtmljava, script, mongo, dbexpress.js, react"
727,WordPress Development,Pexaworks Technologies Private Limited,Work from home,"phpmy, sqlhtmlcssjava, script, word, press, shopify"
728,Front End Development,Ezygo Innovation Labs Pvt Ltd,Kozhikode,rest apivue.js
729,Full Stack Development,DataVinci Private Limited,Work from home,"python, git, postgre, sqlreact, fast, apitailwind cssnext.js"
730,Web Development,Ramyoz,Noida,htmlcssnode.js
731,ReactJS Development,Educase India,Hyderabad,"htmljava, script, node.js, react, rest apireact native, redux"
732,Google Apps Script,Red Dot Foundation,Work from home,"java, script, google ad, words, google workspace, big, query"
733,Web Development,VaultofCodes,Work from home,"java, python, web development"
734,Web Development,Venue,Noida,"htmlcssword, press, react"
735,WordPress Development,Veerangna By Indra,"Delhi, Gurgaon, Noida","adobe photoshop, adobe illustrator, word, press, video editing, creative thinking, english proficiency (spoken)graphic design"
736,Frontend Developer & Designer,Trigrexam,Work from home,"java, htmlcsstime management, wireframing, sketch, prototyping"
737,Data Science,Business Quant,Work from home,"python, data analytics, data science"
738,Shopify Developer,Betatest Solutions Private Limited,Work from home,"java, script, search engine optimization (seo)git, shopify, type, script, graph, ql"
739,Front End Development,Business Quant,Work from home,"phpjava, scriptj, query, word, press, ajaxrest api"
740,Software Development Engineering (Web),Sunlight Sports Studio LLP,Bangalore,"java, script, react, shopify, type, script"
741,Full Stack Developer – Enterprise Software & System Integration,UnifyXperts,Mumbai,"my, sqlhtmlcssjava, script, python"
742,Backend Development,PyCray,Work from home,"my, sqlpython, django, rest api"
743,Full Stack Development,LiteThink AI,Work from home,"htmljava, script, node.js, react, firebase, google cloud platforms (gcp)open, ai api"
744,Full Stack Development,iTech Mission Private Limited,"Gurgaon, Delhi","my, sqljava, script, mongo, dbangular, jsnode.js, express.js, react"
745,PHP Development,SPIDERWEB,Work from home,"phpmy, sqlhtmljava, scriptj, query, ajaxcode, igniter"
746,Shopify Developer,Ridvig Technologies,Work from home,"product management, shopify, effective communication"
747,Full Stack Development,Everything About AI,Work from home,"htmlcssjava, script, mongo, dbnode.js, postgre, sqlreact"
748,Python Development,Everything About AI,Work from home,"csspython, mongo, dbmachine learning, postgre, sqlrest apideep learning"
749,Full Stack Development,Linqway Techniks Private Limited,Mysuru(Hybrid),"java, script, python, node.js, react"
750,.NET Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Mumbai, Bangalore, Kerala, Puduchery(Hybrid)","htmlcssjava, script, asp.netsql"
751,Asp.net Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Bangalore, Kerala, Puduchery(Hybrid)","java, scriptj, query.netasp.netc#.netms sql server"
752,Angular.js Development,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Mumbai, Bangalore, Kerala(Hybrid)","cssjava, script, angular, jsnode.js, angular 2.0angular 7.0"
753,Full Stack/App Developer,Admunch,Meerut(Hybrid),"java, script, git, node.js, mobile application development, problem solving, react, rest api"
754,Backend Development,Archit Dhir,Mohali(Hybrid),amazon web services (aws)apis
755,Information Technology,"Milltex Blanks Inc (New York, United States)",Work from home,"python, apis, replit (gen, ai)"
756,Software Development,Hello Live NA,Work from home,htmlpython
757,ReactJS Development,Betatest Solutions Private Limited,Work from home,"htmlcssjava, script, react, rest api"
758,Web Development,TUNGSTEN FITNESS CLUB PRIVATE LIMITED,"Thane, Navi Mumbai","java, script, react, react native, react router"
759,Software Development,Medical Slot,Kanpur Dehat,next.js
760,,,,
761,Full Stack Development,Visiq Technology Private Limited,Work from home,"java, script, python, angular, jsnode.js, react"
762,Robotics,Robonite Robotics & STEAM Education Private Limited,"Siliguri, Raipur","python, robotics, arduino, internet of things (io, t)"
763,Shopify Generalist,ThePlainsCo.,"Delhi, Gurgaon","htmlcssgoogle analytics, search engine optimization (seo)english proficiency (spoken)english proficiency (written)canva"
764,Full Stack Development,Wisemonk TA,Work from home,"mongo, dbnode.js, express.js, react"
765,Backend Development,Cybernauts Technologies Private Limited,"Delhi, Ghaziabad, Greater Noida, Noida","phpmy, sqlpython, mongo, dbcode, igniter, node.js, rest api"
766,Full Stack Development,ETechCube,Jamshedpur,"my, sqlhtmlcssjava, script, python, bootstrap, mongo, db"
767,Full Stack Development,APEX ENGINEERING,Work from home,"phpmy, sqlhtmlcssjava, script, python"
768,Front End Development,APEX ENGINEERING,Work from home,"htmlcssjava, script, bootstrap, bubble.io"
769,Management Information System,Tapovan Impex Private Limited,Delhi,"sqladvanced excel, power bigoogle sheets"
770,Python Development,Warewe Consultancy Private Limited,Gurgaon,"python, django, node.js, postgre, sqlrest apistripe payment apifast, api"
771,Content & Communication,Love And Flour By Pooja,Mumbai(Hybrid),"content writing, email marketing, cms (content management system)client relationship management (crm)proofreading, web development, english proficiency (written)"
772,Backend & Full Stack Development,PLEXO HR Solutions,Gurgaon,"java, script, data structures, git, node.js, postgre, sqlgit, hub, express.js"
773,Full Stack Development,Namekart,Noida(Hybrid),"java, my, sqlhtmlcssjava, script, node.js, react"
774,Front End Development,NayePankh Foundation,Work from home,html
775,Web Development,Hustlr Staffing Services,Work from home,"java, script, word, press, bootstrap, node.js"
776,Backend Development,Travel Lykke Private Limited,Work from home,"my, sqljava, script, python, django"
777,Software Development,Mindlab Media,Vadodara,"htmlcssjava, script, node.js, react"
778,Quant Developer,QuantGlobal,"Delhi, Noida","python, mongo, dbmachine learning, c++ programming, stock trading, apis, probability"
